"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"UK",2010,"Labour",8606517,29,258,"No",0.396923076923077
"UK",2010,"Democratic Unionist Party",168216,0.6,8,"No",0.0123076923076923
"UK",2010,"Sinn Fein",171942,0.6,5,"No",0.00769230769230769
"UK",2010,"Social Democratic and Labour Party",110970,0.4,3,"No",0.00461538461538462
"UK",2010,"Alliance Party",42762,0.1,1,"No",0.00153846153846154
"UK",2010,"United Kingdom Independence Party",919471,3.1,0,"No",0
"UK",2010,"Ulster Conservatives and Unionists - New Force",102361,0.3,0,"No",0
"UK",2010,"Independent Community and Health Concern",16150,0.1,0,"No",0
"UK",2010,"Conservative",10703654,36.1,306,"No",0.470769230769231
"UK",2010,"Liberal Democrat",6836248,23,57,"No",0.0876923076923077
"UK",2010,"Scottish National Party",491386,1.7,6,"No",0.00923076923076923
"UK",2010,"Plaid Cymru (Party of Wales)",165394,0.6,3,"No",0.00461538461538462
"UK",2010,"Green",285612,1,1,"No",0.00153846153846154
"UK",2010,"Speaker",22860,0.1,1,"No",0.00153846153846154
"UK",2010,"British National Party",564321,1.9,0,"No",0
"UK",2010,"Respect-Unity Coalition",33251,0.1,0,"No",0
"UK",2010,"Others",446489,1.5,1,"No",0.00153846153846154
