"Region","Year","Party","Votes","VotesPercentage","TotalSeats","Coalition","TotalSeatsPercentage"
"SK",2016,"Freedom and Solidarity (SaS)",315558,12.1,21,"No",0.14
"SK",2016,"Slovak National Party (SNS)",225386,8.6,15,"No",0.1
"SK",2016,"We Are Family (SME RODINA - Boris Kollar)",172860,6.6,11,"No",0.0733333333333333
"SK",2016,"Network (#SIET)",146205,5.6,10,"No",0.0666666666666667
"SK",2016,"Hungarian Community Party (SMK-MKP)",105495,4,0,"No",0
"SK",2016,"Direction - Social Democracy (SMER-SD)",737481,28.3,49,"No",0.326666666666667
"SK",2016,"Ordinary People and Independent Personalities (OLANO - NOVA)",287611,11,19,"No",0.126666666666667
"SK",2016,"Kotleba - People's Party Our Slovakia (LSNS)",209779,8,14,"No",0.0933333333333333
"SK",2016,"MOST - HID",169593,6.5,11,"No",0.0733333333333333
"SK",2016,"Christian Democratic Movement (KDH)",128908,4.9,0,"No",0
"SK",2016,"Others",108874,4.2,0,"No",0
