,,2013,P,Registered Electors,46905154,,
,,2013,P,Voters,35270926,75.2,
,,2013,P,Blank or Invalid Ballots,1265171,3.6,
,,2013,P,Valid Votes,34005755,96.5,
,,2013,P,Pier Luigi Bersani,10049393,29.6,340
,,2013,P,Partito Democratico,8646034,25.4,292
,,2013,P,Sinistra Ecologia Libert&agrave;,1089231,3.2,37
,,2013,P,Centro Democratico,167328,0.5,6
,,2013,P,S&uuml;dtiroler Volkspartei (SVP),146800,0.4,5
,,2013,P,Silvio Berlusconi,9923600,29.2,124
,,2013,P,Il Popolo della Libert&agrave;,7332134,21.6,97
,,2013,P,Lega Nord,1390534,4.1,18
,,2013,P,Fratelli d'Italia,666765,2.0,9
,,2013,P,La Destra,219585,0.6,0
,,2013,P,Grande Sud - MPA,148248,0.4,0
,,2013,P,MIR - Moderati in Rivoluzione,82557,0.2,0
,,2013,P,Partito Pensionati,54418,0.2,0
,,2013,P,Others (Silvio Berlusconi),29359,0.1,0
,,2013,P,MoVimento 5 Stelle - beppegrillo.it,8691406,25.6,108
,,2013,P,Mario Monti,3591541,10.6,45
,,2013,P,Scelta Civica - Con Monti per l'Italia,2823842,8.3,37
,,2013,P,Unione di Centro,608321,1.8,8
,,2013,P,Futuro e Libert&agrave;,159378,0.5,0
,,2013,P,Rivoluzione Civile,765189,2.3,0
,,2013,P,Fare per Fermare il Declino,380044,1.1,0
,,2013,P,Others,604582,1.8,0
01,,2013,P,Registered Electors,3439197,,
01,,2013,P,Voters,2657208,77.3,
01,,2013,P,Blank or Invalid Ballots,91854,3.5,
01,,2013,P,Valid Votes,2565354,96.5,
01,,2013,P,Pier Luigi Bersani,726626,28.3,24
01,,2013,P,Partito Democratico,643863,25.1,21
01,,2013,P,Sinistra Ecologia Libert&agrave;,76186,3.0,3
01,,2013,P,Centro Democratico,6577,0.3,0
01,,2013,P,Silvio Berlusconi,721243,28.1,9
01,,2013,P,Il Popolo della Libert&agrave;,506584,19.7,6
01,,2013,P,Lega Nord,122366,4.8,2
01,,2013,P,Fratelli d'Italia,65930,2.6,1
01,,2013,P,Partito Pensionati,12340,0.5,0
01,,2013,P,La Destra,10401,0.4,0
01,,2013,P,MIR - Moderati in Rivoluzione,3622,0.1,0
01,,2013,P,MoVimento 5 Stelle - beppegrillo.it,706652,27.5,8
01,,2013,P,Mario Monti,310002,12.1,4
01,,2013,P,Scelta Civica - Con Monti per l'Italia,270623,10.5,4
01,,2013,P,Unione di Centro,30739,1.2,0
01,,2013,P,Futuro e Libert&agrave;,8640,0.3,0
01,,2013,P,Rivoluzione Civile,53614,2.1,0
01,,2013,P,Fare per Fermare il Declino,32775,1.3,0
01,,2013,P,Others,14442,0.6,0
03,,2013,P,Registered Electors,7453321,,
03,,2013,P,Voters,5933929,79.6,
03,,2013,P,Blank or Invalid Ballots,201781,3.4,
03,,2013,P,Valid Votes,5732148,96.6,
03,,2013,P,Pier Luigi Bersani,1614897,28.2,54
03,,2013,P,Partito Democratico,1467480,25.6,49
03,,2013,P,Sinistra Ecologia Libert&agrave;,135106,2.4,5
03,,2013,P,Centro Democratico,12311,0.2,0
03,,2013,P,Silvio Berlusconi,2047984,35.7,25
03,,2013,P,Il Popolo della Libert&agrave;,1192078,20.8,14
03,,2013,P,Lega Nord,741003,12.9,9
03,,2013,P,Fratelli d'Italia,89902,1.6,2
03,,2013,P,La Destra,16414,0.3,0
