,,2005,,Registered Electors,4003616,,,,
,,2005,,Voters,3384560,84.5,,,
,,2005,,Blank or Invalid Ballots,27348,0.8,,,
,,2005,,Valid Votes,3357212,99.2,,,
,,2005,V,Liberal Party of Denmark (Venstre),974636,29.0,46,6,52
,,2005,A,Social Democratic Party,867349,25.8,40,7,47
,,2005,O,Danish People's Party,444947,13.3,19,5,24
,,2005,C,Conservative People's Party,344886,10.3,14,4,18
,,2005,B,Danish Social-Liberal Party (Radikale Venstre),308212,9.2,11,6,17
,,2005,F,Socialist People's Party,201047,6.0,4,7,11
,,2005,&Oslash;,Unity List - Red-Green Alliance,114123,3.4,1,5,6
,,2005,K,Christian Democrats,58071,1.7,0,0,0
,,2005,D,Center Democrats,33880,1.0,0,0,0
,,2005,M,Minority Party,8850,0.3,0,0,0
,,2005,,Independent Candidates,1211,0.0,0,0,0
,,2005,,Faroe Islands,-,-,-,-,2
,,2005,,Greenland,-,-,-,-,2
01,,2005,,Registered Electors,443499,,,,
01,,2005,,Voters,360224,81.2,,,
01,,2005,,Blank or Invalid Ballots,3172,0.9,,,
01,,2005,,Valid Votes,357052,99.1,,,
01,,2005,A,Social Democratic Party,83352,23.3,4,0,4
01,,2005,B,Danish Social-Liberal Party (Radikale Venstre),64867,18.2,3,0,3
01,,2005,V,Liberal Party of Denmark (Venstre),58401,16.4,3,0,3
01,,2005,O,Danish People's Party,37244,10.4,1,1,2
01,,2005,F,Socialist People's Party,36124,10.1,1,1,2
01,,2005,C,Conservative People's Party,34132,9.6,1,1,2
01,,2005,&Oslash;,Unity List - Red-Green Alliance,33112,9.3,1,1,2
01,,2005,D,Center Democrats,4042,1.1,0,0,0
01,,2005,K,Christian Democrats,3809,1.1,0,0,0
01,,2005,M,Minority Party,1869,0.5,0,0,0
01,,2005,,Independent Candidates,100,0.0,0,0,0
02,,2005,,Registered Electors,1709980,,,,
02,,2005,,Voters,1456822,85.2,,,
02,,2005,,Blank or Invalid Ballots,11816,0.8,,,
02,,2005,,Valid Votes,1445006,99.2,,,
02,,2005,V,Liberal Party of Denmark (Venstre),399397,27.6,19,2,21
02,,2005,A,Social Democratic Party,371421,25.7,17,2,19
02,,2005,O,Danish People's Party,208361,14.4,8,3,11
02,,2005,C,Conservative People's Party,170674,11.8,7,2,9
02,,2005,B,Danish Social-Liberal Party (Radikale Venstre),128151,8.9,4,3,7
02,,2005,F,Socialist People's Party,85831,5.9,2,2,4
02,,2005,&Oslash;,Unity List - Red-Green Alliance,45580,3.2,0,2,2
02,,2005,K,Christian Democrats,15793,1.1,0,0,0
02,,2005,D,Center Democrats,15582,1.1,0,0,0
02,,2005,M,Minority Party,3488,0.2,0,0,0
02,,2005,,Independent Candidates,728,0.1,0,0,0
03,,2005,,Registered Electors,1850137,,,,
03,,2005,,Voters,1567514,84.7,,,
03,,2005,,Blank or Invalid Ballots,12360,0.8,,,
03,,2005,,Valid Votes,1555154,99.2,,,
03,,2005,V,Liberal Party of Denmark (Venstre),516838,33.2,24,4,28
03,,2005,A,Social Democratic Party,412576,26.5,19,5,24
03,,2005,O,Danish People's Party,199342,12.8,10,1,11
03,,2005,C,Conservative People's Party,140080,9.0,6,1,7
03,,2005,B,Danish Social-Liberal Party (Radikale Venstre),115194,7.4,4,3,7
