,2004,Registered Electors,217683,,
,2004,Voters,200092,91.9,
,2004,Blank and Invalid Ballots,11182,5.6,
,2004,Valid Votes,188910,94.4,
,2004,Christian Social People's Party (CSV),62764,36.1,24
,2004,Luxembourg Socialist Workers' Party (LSAP),40604,23.4,14
,2004,Democratic Party (DP),27910,16.1,10
,2004,The Greens,20121,11.6,7
,2004,Action Committee for Democracy and Pensions Justice (ADR),17293,10.0,5
,2004,The Left,3251,1.9,0
,2004,Communist Party of Luxembourg (KPL),1580,0.9,0
,2004,Others,214,0.1,0
1,2004,Registered Electors,89085,,
1,2004,Voters,82212,92.3,
1,2004,Blank and Invalid Ballots,4721,5.7,
1,2004,Valid Votes,77491,94.3,
1,2004,Christian Social People's Party (CSV),24908,35.6,9
1,2004,Luxembourg Socialist Workers' Party (LSAP),22575,32.3,8
1,2004,The Greens,7165,10.2,2
1,2004,Democratic Party (DP),6642,9.5,2
1,2004,Action Committee for Democracy and Pensions Justice (ADR),5905,8.4,2
1,2004,The Left,1595,2.3,0
1,2004,Communist Party of Luxembourg (KPL),1171,1.7,0
2,2004,Registered Electors,28588,,
2,2004,Voters,26366,92.2,
2,2004,Blank and Invalid Ballots,1342,5.1,
2,2004,Valid Votes,25024,94.9,
2,2004,Christian Social People's Party (CSV),9273,38.7,3
2,2004,Democratic Party (DP),4556,19.0,1
2,2004,Luxembourg Socialist Workers' Party (LSAP),3955,16.5,1
2,2004,Action Committee for Democracy and Pensions Justice (ADR),2965,12.4,1
2,2004,The Greens,2909,12.1,1
2,2004,The Left,316,1.3,0
3,2004,Registered Electors,63099,,
3,2004,Voters,56712,89.9,
3,2004,Blank and Invalid Ballots,3156,5.6,
3,2004,Valid Votes,53556,94.4,
3,2004,Christian Social People's Party (CSV),17398,35.5,8
3,2004,Democratic Party (DP),10462,21.4,5
3,2004,Luxembourg Socialist Workers' Party (LSAP),9206,18.8,4
3,2004,The Greens,6693,13.7,3
3,2004,Action Committee for Democracy and Pensions Justice (ADR),3868,7.9,1
3,2004,The Left,926,1.9,0
3,2004,Communist Party of Luxembourg (KPL),409,0.8,0
4,2004,Registered Electors,36911,,
4,2004,Voters,34802,94.3,
4,2004,Blank and Invalid Ballots,1963,5.6,
4,2004,Valid Votes,32839,94.4,
4,2004,Christian Social People's Party (CSV),11185,36.3,4
4,2004,Democratic Party (DP),6250,20.3,2
4,2004,Luxembourg Socialist Workers' Party (LSAP),4868,15.8,1
4,2004,Action Committee for Democracy and Pensions Justice (ADR),4555,14.8,1
4,2004,The Greens,3354,10.9,1
4,2004,The Left,414,1.3,0
4,2004,Others,214,0.7,0
