,2012,Registered Electors,12689810,,
,2012,Voters,9462223,74.6,
,2012,Invalid Votes,37988,0.4,
,2012,Valid Votes,9424235,99.6,
,2012,People's Party for Freedom and Democracy (VVD),2504948,26.6,41
,2012,Labour Party (PvdA),2340750,24.8,38
,2012,Party for Freedom (PVV),950263,10.1,15
,2012,Socialist Party (SP),909853,9.7,15
,2012,Christian Democratic Appeal (CDA),801620,8.5,13
,2012,Democrats 66 (D66),757091,8.0,12
,2012,Christian Union (CU),294586,3.1,5
,2012,Green Left (GL),219896,2.3,4
,2012,Political Reformed Party (SGP),196780,2.1,3
,2012,Party for the Animals (PvdD),182162,1.9,2
,2012,50Plus Party (50PLUS),177631,1.9,2
,2012,Pirate Party of the Netherlands (PPNL),30600,0.3,0
,2012,Others,58055,0.6,0
GR,2012,Registered Electors,455015,,
GR,2012,Voters,343682,75.5,
GR,2012,Invalid Votes,1270,0.4,
GR,2012,Valid Votes,342412,99.6,
GR,2012,Labour Party (PvdA),120926,35.3,
GR,2012,People's Party for Freedom and Democracy (VVD),58715,17.1,
GR,2012,Socialist Party (SP),40015,11.7,
GR,2012,Christian Democratic Appeal (CDA),26354,7.7,
GR,2012,Democrats 66 (D66),25932,7.6,
GR,2012,Party for Freedom (PVV),24362,7.1,
GR,2012,Christian Union (CU),19860,5.8,
GR,2012,Green Left (GL),9577,2.8,
GR,2012,Party for the Animals (PvdD),6804,2.0,
GR,2012,50Plus Party (50PLUS),3938,1.2,
GR,2012,Political Reformed Party (SGP),2568,0.7,
GR,2012,Pirate Party of the Netherlands (PPNL),1287,0.4,
GR,2012,Others,2074,0.6,
FR,2012,Registered Electors,499189,,
FR,2012,Voters,384661,77.1,
FR,2012,Invalid Votes,1249,0.3,
FR,2012,Valid Votes,383412,99.7,
FR,2012,Labour Party (PvdA),126995,33.1,
FR,2012,People's Party for Freedom and Democracy (VVD),76273,19.9,
FR,2012,Christian Democratic Appeal (CDA),53004,13.8,
FR,2012,Socialist Party (SP),36602,9.5,
FR,2012,Party for Freedom (PVV),28071,7.3,
FR,2012,Democrats 66 (D66),19690,5.1,
FR,2012,Christian Union (CU),18673,4.9,
FR,2012,Green Left (GL),6660,1.7,
FR,2012,Party for the Animals (PvdD),6006,1.6,
FR,2012,50Plus Party (50PLUS),4392,1.1,
FR,2012,Political Reformed Party (SGP),3455,0.9,
FR,2012,Pirate Party of the Netherlands (PPNL),1036,0.3,
FR,2012,Others,2555,0.7,
DR,2012,Registered Electors,381999,,
DR,2012,Voters,293568,76.9,
DR,2012,Invalid Votes,837,0.3,
DR,2012,Valid Votes,292731,99.7,
DR,2012,Labour Party (PvdA),95938,32.8,
DR,2012,People's Party for Freedom and Democracy (VVD),69382,23.7,
DR,2012,Christian Democratic Appeal (CDA),28551,9.8,
DR,2012,Socialist Party (SP),26696,9.1,
DR,2012,Party for Freedom (PVV),24212,8.3,
DR,2012,Democrats 66 (D66),17162,5.9,
DR,2012,Christian Union (CU),12410,4.2,
DR,2012,Green Left (GL),5352,1.8,
DR,2012,Party for the Animals (PvdD),4389,1.5,
DR,2012,50Plus Party (50PLUS),3962,1.4,
DR,2012,Political Reformed Party (SGP),2000,0.7,
DR,2012,Pirate Party of the Netherlands (PPNL),726,0.2,
DR,2012,Others,1951,0.7,
OV,2012,Registered Electors,861588,,
OV,2012,Voters,658744,76.5,
OV,2012,Invalid Votes,2336,0.4,
OV,2012,Valid Votes,656408,99.6,
OV,2012,Labour Party (PvdA),161862,24.7,
OV,2012,People's Party for Freedom and Democracy (VVD),151354,23.1,
OV,2012,Christian Democratic Appeal (CDA),89760,13.7,
OV,2012,Socialist Party (SP),61267,9.3,
OV,2012,Party for Freedom (PVV),53434,8.1,
OV,2012,Democrats 66 (D66),43152,6.6,
OV,2012,Christian Union (CU),40419,6.2,
OV,2012,Political Reformed Party (SGP),19761,3.0,
OV,2012,Green Left (GL),11451,1.7,
OV,2012,50Plus Party (50PLUS),9780,1.5,
OV,2012,Party for the Animals (PvdD),8534,1.3,
OV,2012,Pirate Party of the Netherlands (PPNL),1933,0.3,
OV,2012,Others,3701,0.6,
FL,2012,Registered Electors,283489,,
FL,2012,Voters,204953,72.3,
FL,2012,Invalid Votes,850,0.4,
FL,2012,Valid Votes,204103,99.6,
FL,2012,People's Party for Freedom and Democracy (VVD),58525,28.7,
FL,2012,Labour Party (PvdA),47514,23.3,
FL,2012,Party for Freedom (PVV),25319,12.4,
FL,2012,Socialist Party (SP),16896,8.3,
FL,2012,Christian Democratic Appeal (CDA),13132,6.4,
FL,2012,Democrats 66 (D66),11825,5.8,
FL,2012,Christian Union (CU),9484,4.6,
FL,2012,Political Reformed Party (SGP),7246,3.6,
FL,2012,50Plus Party (50PLUS),4323,2.1,
FL,2012,Party for the Animals (PvdD),4034,2.0,
FL,2012,Green Left (GL),3408,1.7,
FL,2012,Pirate Party of the Netherlands (PPNL),852,0.4,
FL,2012,Others,1545,0.8,
GE,2012,Registered Electors,1541586,,
GE,2012,Voters,1186331,77.0,
GE,2012,Invalid Votes,3602,0.3,
GE,2012,Valid Votes,1182729,99.7,
GE,2012,People's Party for Freedom and Democracy (VVD),303623,25.7,
GE,2012,Labour Party (PvdA),287328,24.3,
GE,2012,Socialist Party (SP),114093,9.6,
GE,2012,Christian Democratic Appeal (CDA),113369,9.6,
GE,2012,Party for Freedom (PVV),101133,8.6,
GE,2012,Democrats 66 (D66),90379,7.6,
GE,2012,Christian Union (CU),48447,4.1,
GE,2012,Political Reformed Party (SGP),47269,4.0,
GE,2012,Green Left (GL),28516,2.4,
GE,2012,Party for the Animals (PvdD),20087,1.7,
GE,2012,50Plus Party (50PLUS),19039,1.6,
GE,2012,Pirate Party of the Netherlands (PPNL),2990,0.3,
GE,2012,Others,6456,0.5,
UT,2012,Registered Electors,927767,,
UT,2012,Voters,727523,78.4,
UT,2012,Invalid Votes,2640,0.4,
UT,2012,Valid Votes,724883,99.6,
UT,2012,People's Party for Freedom and Democracy (VVD),214681,29.6,
UT,2012,Labour Party (PvdA),163201,22.5,
UT,2012,Democrats 66 (D66),78857,10.9,
UT,2012,Party for Freedom (PVV),57301,7.9,
UT,2012,Christian Democratic Appeal (CDA),53756,7.4,
UT,2012,Socialist Party (SP),47587,6.6,
UT,2012,Christian Union (CU),32162,4.4,
UT,2012,Green Left (GL),25964,3.6,
UT,2012,Political Reformed Party (SGP),19441,2.7,
UT,2012,Party for the Animals (PvdD),13998,1.9,
UT,2012,50Plus Party (50PLUS),11638,1.6,
UT,2012,Pirate Party of the Netherlands (PPNL),2406,0.3,
UT,2012,Others,3891,0.5,
NH,2012,Registered Electors,2008757,,
NH,2012,Voters,1499796,74.7,
NH,2012,Invalid Votes,6764,0.5,
NH,2012,Valid Votes,1493032,99.5,
NH,2012,People's Party for Freedom and Democracy (VVD),437620,29.3,
NH,2012,Labour Party (PvdA),403808,27.0,
NH,2012,Democrats 66 (D66),154232,10.3,
NH,2012,Party for Freedom (PVV),129822,8.7,
NH,2012,Socialist Party (SP),124680,8.4,
NH,2012,Christian Democratic Appeal (CDA),83458,5.6,
NH,2012,Green Left (GL),46519,3.1,
NH,2012,Party for the Animals (PvdD),38770,2.6,
NH,2012,50Plus Party (50PLUS),32276,2.2,
NH,2012,Christian Union (CU),20659,1.4,
NH,2012,Pirate Party of the Netherlands (PPNL),5861,0.4,
NH,2012,Political Reformed Party (SGP),5003,0.3,
NH,2012,Others,10324,0.7,
ZH,2012,Registered Electors,2665653,,
ZH,2012,Voters,1951320,73.2,
ZH,2012,Invalid Votes,9199,0.5,
ZH,2012,Valid Votes,1942121,99.5,
ZH,2012,People's Party for Freedom and Democracy (VVD),549192,28.3,
ZH,2012,Labour Party (PvdA),455530,23.5,
ZH,2012,Party for Freedom (PVV),224956,11.6,
ZH,2012,Democrats 66 (D66),158947,8.2,
ZH,2012,Socialist Party (SP),145180,7.5,
ZH,2012,Christian Democratic Appeal (CDA),135359,7.0,
ZH,2012,Christian Union (CU),67451,3.5,
ZH,2012,Political Reformed Party (SGP),62392,3.2,
ZH,2012,Party for the Animals (PvdD),43307,2.2,
ZH,2012,Green Left (GL),42959,2.2,
ZH,2012,50Plus Party (50PLUS),38393,2.0,
ZH,2012,Pirate Party of the Netherlands (PPNL),7012,0.4,
ZH,2012,Others,11443,0.6,
ZE,2012,Registered Electors,290047,,
ZE,2012,Voters,219335,75.6,
ZE,2012,Invalid Votes,720,0.3,
ZE,2012,Valid Votes,218615,99.7,
ZE,2012,People's Party for Freedom and Democracy (VVD),53011,24.2,
ZE,2012,Labour Party (PvdA),49520,22.7,
ZE,2012,Party for Freedom (PVV),21785,10.0,
ZE,2012,Christian Democratic Appeal (CDA),20933,9.6,
ZE,2012,Political Reformed Party (SGP),20675,9.5,
ZE,2012,Socialist Party (SP),20003,9.1,
ZE,2012,Democrats 66 (D66),10684,4.9,
ZE,2012,Christian Union (CU),9190,4.2,
ZE,2012,Party for the Animals (PvdD),3847,1.8,
ZE,2012,50Plus Party (50PLUS),3591,1.6,
ZE,2012,Green Left (GL),3425,1.6,
ZE,2012,Pirate Party of the Netherlands (PPNL),518,0.2,
ZE,2012,Others,1433,0.7,
NB,2012,Registered Electors,1885588,,
NB,2012,Voters,1369885,72.7,
NB,2012,Invalid Votes,5144,0.4,
NB,2012,Valid Votes,1364741,99.6,
NB,2012,People's Party for Freedom and Democracy (VVD),392416,28.8,
NB,2012,Labour Party (PvdA),292908,21.5,
NB,2012,Socialist Party (SP),188133,13.8,
NB,2012,Party for Freedom (PVV),150583,11.0,
NB,2012,Christian Democratic Appeal (CDA),123921,9.1,
NB,2012,Democrats 66 (D66),106856,7.8,
NB,2012,50Plus Party (50PLUS),32912,2.4,
NB,2012,Green Left (GL),24692,1.8,
NB,2012,Party for the Animals (PvdD),21202,1.6,
NB,2012,Christian Union (CU),12451,0.9,
NB,2012,Political Reformed Party (SGP),6370,0.5,
NB,2012,Pirate Party of the Netherlands (PPNL),4149,0.3,
NB,2012,Others,8148,0.6,
LI,2012,Registered Electors,876234,,
LI,2012,Voters,619358,70.7,
LI,2012,Invalid Votes,2943,0.5,
LI,2012,Valid Votes,616415,99.5,
LI,2012,People's Party for Freedom and Democracy (VVD),139676,22.7,
LI,2012,Labour Party (PvdA),134588,21.8,
LI,2012,Party for Freedom (PVV),109210,17.7,
LI,2012,Socialist Party (SP),88503,14.4,
LI,2012,Christian Democratic Appeal (CDA),59595,9.7,
LI,2012,Democrats 66 (D66),38934,6.3,
LI,2012,50Plus Party (50PLUS),13334,2.2,
LI,2012,Green Left (GL),11305,1.8,
LI,2012,Party for the Animals (PvdD),11120,1.8,
LI,2012,Christian Union (CU),3263,0.5,
LI,2012,Pirate Party of the Netherlands (PPNL),1830,0.3,
LI,2012,Political Reformed Party (SGP),589,0.1,
LI,2012,Others,4468,0.7,
BQ,2012,Registered Electors,12898,,
BQ,2012,Voters,3067,23.8,
BQ,2012,Invalid Votes,434,14.2,
BQ,2012,Valid Votes,2633,85.8,
BQ,2012,Labour Party (PvdA),632,24.0,
BQ,2012,People's Party for Freedom and Democracy (VVD),480,18.2,
BQ,2012,Democrats 66 (D66),441,16.7,
BQ,2012,Christian Democratic Appeal (CDA),428,16.3,
BQ,2012,Socialist Party (SP),198,7.5,
BQ,2012,Christian Union (CU),117,4.4,
BQ,2012,Party for Freedom (PVV),75,2.8,
BQ,2012,Green Left (GL),68,2.6,
BQ,2012,Party for the Animals (PvdD),64,2.4,
BQ,2012,50Plus Party (50PLUS),53,2.0,
BQ,2012,Political Reformed Party (SGP),11,0.4,
BQ,2012,Others,66,2.5,
