,2006,Registered Electors,6892009,,
,2006,Voters,5650416,82.0,
,2006,Invalid Ballots,99138,1.8,
,2006,Valid Votes,5551278,98.2,
,2006,Social Democratic Party,1942625,35.0,130
,2006,Moderate Party,1456014,26.2,97
,2006,Center Party,437389,7.9,29
,2006,Liberal Party,418395,7.5,28
,2006,Christian Democratic Party,365998,6.6,24
,2006,Left Party,324722,5.8,22
,2006,Green Party,291121,5.2,19
,2006,Sweden Democrats,162463,2.9,0
,2006,Others,152551,2.7,0
01,2006,Registered Electors,593334,,
01,2006,Voters,489005,82.4,
01,2006,Invalid Ballots,6550,1.3,
01,2006,Valid Votes,482455,98.7,
01,2006,Moderate Party,169211,35.1,11
01,2006,Social Democratic Party,111765,23.2,6
01,2006,Liberal Party,48476,10.0,3
01,2006,Green Party,45030,9.3,3
01,2006,Left Party,35616,7.4,2
01,2006,Center Party,27257,5.6,2
01,2006,Christian Democratic Party,24327,5.0,1
01,2006,Sweden Democrats,7912,1.6,0
01,2006,Others,12861,2.7,0
02,2006,Registered Electors,804300,,
02,2006,Voters,667030,82.9,
02,2006,Invalid Ballots,9806,1.5,
02,2006,Valid Votes,657224,98.5,
02,2006,Moderate Party,252100,38.4,17
02,2006,Social Democratic Party,171901,26.2,10
02,2006,Liberal Party,60178,9.2,4
02,2006,Christian Democratic Party,43792,6.7,3
02,2006,Green Party,36365,5.5,3
02,2006,Center Party,34998,5.3,3
02,2006,Left Party,31161,4.7,2
02,2006,Sweden Democrats,12471,1.9,0
02,2006,Others,14258,2.2,0
03,2006,Registered Electors,241298,,
03,2006,Voters,199963,82.9,
03,2006,Invalid Ballots,3574,1.8,
03,2006,Valid Votes,196389,98.2,
03,2006,Social Democratic Party,60674,30.9,4
03,2006,Moderate Party,52016,26.5,3
03,2006,Center Party,19340,9.8,1
03,2006,Liberal Party,17929,9.1,1
03,2006,Christian Democratic Party,12976,6.6,1
03,2006,Green Party,12312,6.3,1
03,2006,Left Party,11240,5.7,1
03,2006,Sweden Democrats,4483,2.3,0
03,2006,Others,5419,2.8,0
04,2006,Registered Electors,198685,,
04,2006,Voters,162949,82.0,
04,2006,Invalid Ballots,3199,2.0,
04,2006,Valid Votes,159750,98.0,
04,2006,Social Democratic Party,67458,42.2,5
04,2006,Moderate Party,37350,23.4,2
04,2006,Center Party,10942,6.8,1
