,,2015,,Registered Electors,4145105,,,,
,,2015,,Voters,3560060,85.9,,,
,,2015,,Blank or Invalid Ballots,41073,1.2,,,
,,2015,,Valid Votes,3518987,98.8,,,
,,2015,A,Social Democratic Party,924940,26.3,43,4,47
,,2015,O,Danish People's Party,741746,21.1,33,4,37
,,2015,V,Liberal Party of Denmark (Venstre),685188,19.5,33,1,34
,,2015,&Oslash;,Unity List - Red-Green Alliance,274463,7.8,10,4,14
,,2015,I,Liberal Alliance,265129,7.5,9,4,13
,,2015,&Aring;,The Alternative,168788,4.8,3,6,9
,,2015,B,Danish Social-Liberal Party (Radikale Venstre),161009,4.6,2,6,8
,,2015,F,Socialist People's Party,147578,4.2,2,5,7
,,2015,C,Conservative People's Party,118003,3.4,0,6,6
,,2015,K,Christian Democrats,29077,0.8,0,0,0
,,2015,,Independent Candidates,3066,0.1,0,0,0
,,2015,,Faroe Islands,-,-,-,-,2
,,2015,,Greenland,-,-,-,-,2
01,,2015,,Registered Electors,1247119,,,,
01,,2015,,Voters,1069428,85.8,,,
01,,2015,,Blank or Invalid Ballots,11773,1.1,,,
01,,2015,,Valid Votes,1057655,98.9,,,
01,,2015,A,Social Democratic Party,260619,24.6,12,0,12
01,,2015,O,Danish People's Party,171142,16.2,7,1,8
01,,2015,V,Liberal Party of Denmark (Venstre),155225,14.7,8,0,8
01,,2015,&Oslash;,Unity List - Red-Green Alliance,116850,11.0,5,0,5
01,,2015,I,Liberal Alliance,97698,9.2,3,2,5
01,,2015,&Aring;,The Alternative,76306,7.2,2,2,4
01,,2015,B,Danish Social-Liberal Party (Radikale Venstre),75230,7.1,1,2,3
01,,2015,F,Socialist People's Party,54777,5.2,1,2,3
01,,2015,C,Conservative People's Party,42875,4.1,0,2,2
01,,2015,K,Christian Democrats,5393,0.5,0,0,0
01,,2015,,Independent Candidates,1540,0.1,0,0,0
02,,2015,,Registered Electors,1512332,,,,
02,,2015,,Voters,1296678,85.7,,,
02,,2015,,Blank or Invalid Ballots,15884,1.2,,,
02,,2015,,Valid Votes,1280794,98.8,,,
02,,2015,A,Social Democratic Party,340916,26.6,16,2,18
02,,2015,O,Danish People's Party,328166,25.6,15,2,17
02,,2015,V,Liberal Party of Denmark (Venstre),263974,20.6,12,1,13
02,,2015,&Oslash;,Unity List - Red-Green Alliance,84563,6.6,3,2,5
02,,2015,I,Liberal Alliance,86146,6.7,3,1,4
02,,2015,F,Socialist People's Party,47873,3.7,1,1,2
02,,2015,&Aring;,The Alternative,43918,3.4,0,2,2
02,,2015,B,Danish Social-Liberal Party (Radikale Venstre),41381,3.2,0,2,2
02,,2015,C,Conservative People's Party,35557,2.8,0,2,2
02,,2015,K,Christian Democrats,8081,0.6,0,0,0
02,,2015,,Independent Candidates,219,0.0,0,0,0
03,,2015,,Registered Electors,1385654,,,,
03,,2015,,Voters,1193954,86.2,,,
03,,2015,,Blank or Invalid Ballots,13416,1.1,,,
03,,2015,,Valid Votes,1180538,98.9,,,
03,,2015,A,Social Democratic Party,323405,27.4,15,2,17
03,,2015,V,Liberal Party of Denmark (Venstre),265989,22.5,13,0,13
03,,2015,O,Danish People's Party,242438,20.5,11,1,12
03,,2015,I,Liberal Alliance,81285,6.9,3,1,4
03,,2015,&Oslash;,Unity List - Red-Green Alliance,73050,6.2,2,2,4
03,,2015,&Aring;,The Alternative,48564,4.1,1,2,3
03,,2015,B,Danish Social-Liberal Party (Radikale Venstre),44398,3.8,1,2,3
03,,2015,F,Socialist People's Party,44928,3.8,0,2,2
03,,2015,C,Conservative People's Party,39571,3.4,0,2,2
03,,2015,K,Christian Democrats,15603,1.3,0,0,0
03,,2015,,Independent Candidates,1307,0.1,0,0,0
01,01,2015,,Registered Electors,518373,,,,
01,01,2015,,Voters,438594,84.6,,,
01,01,2015,,Blank or Invalid Ballots,5134,1.2,,,
01,01,2015,,Valid Votes,433460,98.8,,,
01,01,2015,A,Social Democratic Party,96753,22.3,4,0,4
01,01,2015,&Oslash;,Unity List - Red-Green Alliance,71140,16.4,3,0,3
01,01,2015,O,Danish People's Party,49575,11.4,2,0,2
01,01,2015,&Aring;,The Alternative,48475,11.2,2,0,2
01,01,2015,V,Liberal Party of Denmark (Venstre),44721,10.3,2,0,2
01,01,2015,I,Liberal Alliance,37935,8.8,1,1,2
01,01,2015,B,Danish Social-Liberal Party (Radikale Venstre),40578,9.4,1,0,1
01,01,2015,F,Socialist People's Party,28260,6.5,1,0,1
01,01,2015,C,Conservative People's Party,13471,3.1,0,0,0
01,01,2015,K,Christian Democrats,1599,0.4,0,0,0
01,01,2015,,Independent Candidates,953,0.2,0,0,0
01,02,2015,,Registered Electors,368506,,,,
01,02,2015,,Voters,314349,85.3,,,
01,02,2015,,Blank or Invalid Ballots,3537,1.1,,,
01,02,2015,,Valid Votes,310812,98.9,,,
01,02,2015,A,Social Democratic Party,90361,29.1,4,0,4
01,02,2015,O,Danish People's Party,62419,20.1,3,0,3
01,02,2015,V,Liberal Party of Denmark (Venstre),46092,14.8,2,0,2
01,02,2015,I,Liberal Alliance,25982,8.4,1,0,1
01,02,2015,&Oslash;,Unity List - Red-Green Alliance,25364,8.2,1,0,1
01,02,2015,B,Danish Social-Liberal Party (Radikale Venstre),16710,5.4,0,1,1
01,02,2015,F,Socialist People's Party,14619,4.7,0,1,1
01,02,2015,C,Conservative People's Party,13840,4.5,0,1,1
01,02,2015,&Aring;,The Alternative,13575,4.4,0,1,1
01,02,2015,K,Christian Democrats,1365,0.4,0,0,0
01,02,2015,,Independent Candidates,485,0.2,0,0,0
01,03,2015,,Registered Electors,328801,,,,
01,03,2015,,Voters,290222,88.3,,,
01,03,2015,,Blank or Invalid Ballots,2791,1.0,,,
01,03,2015,,Valid Votes,287431,99.0,,,
01,03,2015,A,Social Democratic Party,64822,22.6,3,0,3
01,03,2015,V,Liberal Party of Denmark (Venstre),59155,20.6,3,0,3
01,03,2015,O,Danish People's Party,53980,18.8,2,1,3
01,03,2015,I,Liberal Alliance,32744,11.4,1,1,2
