DE,2021,Registered Electors,61168234,,,61168234,,,
DE,2021,Voters,46838765,76.6,,46838765,76.6,,
DE,2021,Blank or Invalid Ballots,499163,1.1,,419317,0.9,,
DE,2021,Valid Votes,46339602,98.9,,46419448,99.1,,
DE,2021,Social Democratic Party of Germany (SPD),12228363,26.4,121,11949756,25.7,85,206
DE,2021,Christian Democratic Union/Christian Social Union,13233475,28.6,143,11173806,24.1,53,196
DE,2021,Christian Democratic Union (CDU),10445571,22.5,98,8770980,18.9,53,151
DE,2021,Christian Social Union (CSU),2787904,6.0,45,2402826,5.2,0,45
DE,2021,Alliance 90/The Greens (GR&Uuml;NE),6465502,14.0,16,6848215,14.8,102,118
DE,2021,Free Democratic Party (F.D.P.),4040783,8.7,0,5316698,11.5,92,92
DE,2021,Alternative for Germany (AfD),4694017,10.1,16,4802097,10.3,67,83
DE,2021,The Left. (DIE LINKE),2306755,5.0,3,2269993,4.9,36,39
DE,2021,South Schleswig Voters' League (SSW),34979,0.1,0,55330,0.1,1,1
DE,2021,Others,3335728,7.2,0,4003553,8.6,0,0
W1,2021,Registered Electors,48587583,,,48587583,,,
W1,2021,Voters,37515115,77.2,,37515115,77.2,,
W1,2021,Blank or Invalid Ballots,367288,1.0,,298385,0.8,,
W1,2021,Valid Votes,37147827,99.0,,37216730,99.2,,
W1,2021,Christian Democratic Union/Christian Social Union,11315081,30.5,132,9601686,25.8,38,170
W1,2021,Christian Democratic Union (CDU),8527177,23.0,87,7198860,19.3,38,125
W1,2021,Christian Social Union (CSU),2787904,7.5,45,2402826,6.5,0,45
W1,2021,Social Democratic Party of Germany (SPD),10109624,27.2,93,9727538,26.1,72,165
W1,2021,Alliance 90/The Greens (GR&Uuml;NE),5598786,15.1,13,5856454,15.7,89,102
W1,2021,Free Democratic Party (F.D.P.),3318688,8.9,0,4433718,11.9,77,77
W1,2021,Alternative for Germany (AfD),2923109,7.9,0,3060017,8.2,53,53
W1,2021,The Left. (DIE LINKE),1222004,3.3,0,1339690,3.6,22,22
W1,2021,South Schleswig Voters' League (SSW),34979,0.1,0,55330,0.1,1,1
W1,2021,Others,2625556,7.1,0,3142297,8.4,0,0
W2,2021,Registered Electors,50020733,,,50020733,,,
W2,2021,Voters,38589421,77.1,,38589421,77.1,,
W2,2021,Blank or Invalid Ballots,386891,1.0,,316812,0.8,,
W2,2021,Valid Votes,38202530,99.0,,38272609,99.2,,
W2,2021,Social Democratic Party of Germany (SPD),10387546,27.2,,9984405,26.1,,
W2,2021,Christian Democratic Union/Christian Social Union,11542227,30.2,,9796630,25.6,,
W2,2021,Christian Democratic Union (CDU),8754323,22.9,,7393804,19.3,,
